Document ID,Passage,Entity 1,Relation,Entity 2
18439803,"The present study aimed to investigate the anticonvulsant activity as well as the effects on the level of hippocampal amino acid neurotransmitters (glutamate, aspartate, glycine and GABA) of N-(2-propylpentanoyl)urea (VPU) in comparison to its parent compound, valproic acid (VPA). VPU was more potent than VPA, exhibiting the median effective dose (ED(50)) of 49 mg/kg in protecting rats against pilocarpine-induced seizure whereas the corresponding value for VPA was 322 mg/kg. In vivo microdialysis demonstrated that an intraperitoneal administration of pilocarpine induced a pronounced increment of hippocampal glutamate and aspartate whereas no significant change was observed on the level of glycine and GABA. Pretreatment with either VPU (50 and 100 mg/kg) or VPA (300 and 600 mg/kg) completely abolished pilocarpine-evoked increases in extracellular glutamate and aspartate. In addition, a statistically significant reduction was also observed on the level of GABA and glycine but less than a drastic reduction of glutamate and aspartate level. Based on the finding that VPU and VPA could protect the animals against pilocarpine-induced seizure it is suggested that the reduction of inhibitory amino acid neurotransmitters was comparatively minor and offset by a pronounced reduction of glutamate and aspartate. Therefore, like VPA, the finding that VPU could drastically reduce pilocarpine-induced increases in glutamate and aspartate should account, at least partly, for its anticonvulsant activity observed in pilocarpine-induced seizure in experimental animals. Some other mechanism than those being reported herein should be further investigated.",C108761,Comparison,D014635
24739405,"OBJECTIVE: To examine the effects of dehydroepiandrosterone (DHEA) on animal models of schizophrenia. METHODS: Seventy Swiss albino female mice (25-35 g) were divided into 4 groups: amphetamine-free (control), amphetamine, 50, and 100 mg/kg DHEA. The DHEA was administered intraperitoneally (ip) for 5 days. Amphetamine (3 mg/kg ip) induced hyper locomotion, apomorphine (1.5 mg/kg subcutaneously [sc]) induced climbing, and haloperidol (1.5 mg/kg sc) induced catalepsy tests were used as animal models of schizophrenia. The study was conducted at the Animal Experiment Laboratories, Department of Pharmacology, Medical School, Eskisehir Osmangazi University, Eskisehir, Turkey between March and May 2012. Statistical analysis was carried out using Kruskal-Wallis test for hyper locomotion, and one-way ANOVA for climbing and catalepsy tests. RESULTS: In the amphetamine-induced locomotion test, there were significant increases in all movements compared with the amphetamine-free group. Both DHEA 50 mg/kg (p<0.05), and 100 mg/kg (p<0.01) significantly decreased all movements compared with the amphetamine-induced locomotion group. There was a significant difference between groups in the haloperidol-induced catalepsy test (p<0.05). There was no significant difference between groups in terms of total climbing time in the apomorphine-induced climbing test (p>0.05). CONCLUSION: We observed that DHEA reduced locomotor activity and increased catalepsy at both doses, while it had no effect on climbing behavior. We suggest that DHEA displays typical neuroleptic-like effects, and may be used in the treatment of schizophrenia.",D003687,Negative_Correlation,D012559
15036754,Organophosphate-induced convulsions and prevention of neuropathological damages.,D010755,Association,D000109
16428827,Daidzein activates choline acetyltransferase from MC-IXC cells and improves drug-induced amnesia.,C004742,Negative_Correlation,D000647
16844102,"Methamphetamine (MA)-induced dopaminergic neurotoxicity is believed to be associated with the increased formation of free radicals. This study examined the effect of alpha-tocopherol (alpha-TC), a scavenger of reactive oxygen species, and deferoxamine (DFO), an iron chelator, on the MA-induced neurotoxicity. Male rats were treated with MA (10 mg/kg, every 2 h for four injections). The rat received either alpha-TC (20 mg/kg) intraperitoneally for 3 days and 30 min prior to MA administration or DFO (50 mg/kg) subcutaneously 30 min before MA administration. The concentrations of dopamine (DA), serotonin and their metabolites decreased significantly after MA administration, which was inhibited by the alpha-TC and DFO pretreatment. alpha-TC and DFO attenuated the MA-induced hyperthermia as well as the alterations in the locomotor activity. The level of lipid peroxidation was higher and the reduced glutathione concentration was lower in the MA-treated rats. These changes were significantly attenuated by alpha-TC and DFO. This suggests that alpha-TC and DFO ameliorate the MA-induced neuronal damage by decreasing the level of oxidative stress.",D005978,Negative_Correlation,D008694
16844102,Effect of alpha-tocopherol and deferoxamine on methamphetamine-induced neurotoxicity.,D003676,Association,D005978
16844102,"Methamphetamine (MA)-induced dopaminergic neurotoxicity is believed to be associated with the increased formation of free radicals. This study examined the effect of alpha-tocopherol (alpha-TC), a scavenger of reactive oxygen species, and deferoxamine (DFO), an iron chelator, on the MA-induced neurotoxicity. Male rats were treated with MA (10 mg/kg, every 2 h for four injections). The rat received either alpha-TC (20 mg/kg) intraperitoneally for 3 days and 30 min prior to MA administration or DFO (50 mg/kg) subcutaneously 30 min before MA administration. The concentrations of dopamine (DA), serotonin and their metabolites decreased significantly after MA administration, which was inhibited by the alpha-TC and DFO pretreatment. alpha-TC and DFO attenuated the MA-induced hyperthermia as well as the alterations in the locomotor activity. The level of lipid peroxidation was higher and the reduced glutathione concentration was lower in the MA-treated rats. These changes were significantly attenuated by alpha-TC and DFO. This suggests that alpha-TC and DFO ameliorate the MA-induced neuronal damage by decreasing the level of oxidative stress.",D024502,Negative_Correlation,D009422
24739405,"OBJECTIVE: To examine the effects of dehydroepiandrosterone (DHEA) on animal models of schizophrenia. METHODS: Seventy Swiss albino female mice (25-35 g) were divided into 4 groups: amphetamine-free (control), amphetamine, 50, and 100 mg/kg DHEA. The DHEA was administered intraperitoneally (ip) for 5 days. Amphetamine (3 mg/kg ip) induced hyper locomotion, apomorphine (1.5 mg/kg subcutaneously [sc]) induced climbing, and haloperidol (1.5 mg/kg sc) induced catalepsy tests were used as animal models of schizophrenia. The study was conducted at the Animal Experiment Laboratories, Department of Pharmacology, Medical School, Eskisehir Osmangazi University, Eskisehir, Turkey between March and May 2012. Statistical analysis was carried out using Kruskal-Wallis test for hyper locomotion, and one-way ANOVA for climbing and catalepsy tests. RESULTS: In the amphetamine-induced locomotion test, there were significant increases in all movements compared with the amphetamine-free group. Both DHEA 50 mg/kg (p<0.05), and 100 mg/kg (p<0.01) significantly decreased all movements compared with the amphetamine-induced locomotion group. There was a significant difference between groups in the haloperidol-induced catalepsy test (p<0.05). There was no significant difference between groups in terms of total climbing time in the apomorphine-induced climbing test (p>0.05). CONCLUSION: We observed that DHEA reduced locomotor activity and increased catalepsy at both doses, while it had no effect on climbing behavior. We suggest that DHEA displays typical neuroleptic-like effects, and may be used in the treatment of schizophrenia.",D006220,Positive_Correlation,D002375
16844102,"Methamphetamine (MA)-induced dopaminergic neurotoxicity is believed to be associated with the increased formation of free radicals. This study examined the effect of alpha-tocopherol (alpha-TC), a scavenger of reactive oxygen species, and deferoxamine (DFO), an iron chelator, on the MA-induced neurotoxicity. Male rats were treated with MA (10 mg/kg, every 2 h for four injections). The rat received either alpha-TC (20 mg/kg) intraperitoneally for 3 days and 30 min prior to MA administration or DFO (50 mg/kg) subcutaneously 30 min before MA administration. The concentrations of dopamine (DA), serotonin and their metabolites decreased significantly after MA administration, which was inhibited by the alpha-TC and DFO pretreatment. alpha-TC and DFO attenuated the MA-induced hyperthermia as well as the alterations in the locomotor activity. The level of lipid peroxidation was higher and the reduced glutathione concentration was lower in the MA-treated rats. These changes were significantly attenuated by alpha-TC and DFO. This suggests that alpha-TC and DFO ameliorate the MA-induced neuronal damage by decreasing the level of oxidative stress.",D024502,Positive_Correlation,D012701
19531695,"OBJECTIVE: To describe a case of flecainide-induced delirium associated with a pharmacokinetic drug interaction with paroxetine. CASE SUMMARY: A 69-year-old white female presented to the emergency department with a history of confusion and paranoia over the past several days. On admission the patient was taking carvedilol 12 mg twice daily, warfarin 2 mg/day, folic acid 1 mg/day, levothyroxine 100 microg/day, pantoprazole 40 mg/day, paroxetine 40 mg/day, and flecainide 100 mg twice daily. Flecainide had been started 2 weeks prior for atrial fibrillation. Laboratory test findings on admission were notable only for a flecainide plasma concentration of 1360 microg/L (reference range 200-1000). A metabolic drug interaction between flecainide and paroxetine, which the patient had been taking for more than 5 years, was considered. Paroxetine was discontinued and the dose of flecainide was reduced to 50 mg twice daily. Her delirium resolved 3 days later. DISCUSSION: Flecainide and pharmacologically similar agents that interact with sodium channels may cause delirium in susceptible patients. A MEDLINE search (1966-January 2009) revealed one in vivo pharmacokinetic study on the interaction between flecainide, a CYP2D6 substrate, and paroxetine, a CYP2D6 inhibitor, as well as 3 case reports of flecainide-induced delirium. According to the Naranjo probability scale, flecainide was the probable cause of the patient's delirium; the Horn Drug Interaction Probability Scale indicates a possible pharmacokinetic drug interaction between flecainide and paroxetine. CONCLUSIONS: Supratherapeutic flecainide plasma concentrations may cause delirium. Because toxicity may occur when flecainide is prescribed with paroxetine and other potent CYP2D6 inhibitors, flecainide plasma concentrations should be monitored closely with commencement of CYP2D6 inhibitors.",D005424,Association,D012964
